gene_name	chr	in_mecp2_no_mch	k119ub_signal_gain
Slc38a5	chrX	FALSE	FALSE
Lratd1	chr12	FALSE	TRUE
Eppin	chr2	FALSE	FALSE
Pklr	chr3	FALSE	FALSE
Il1f10	chr2	FALSE	FALSE
Lce1l	chr3	FALSE	FALSE
Hpcal1	chr12	FALSE	TRUE
Isca1	chr13	FALSE	FALSE
Il2rb	chr15	FALSE	TRUE
Il13	chr11	FALSE	TRUE
Asnsd1	chr1	FALSE	TRUE
Il17c	chr8	FALSE	FALSE
Sf3b3	chr8	FALSE	FALSE
Evi2a	chr11	FALSE	FALSE
Psmb3	chr11	FALSE	FALSE
Prl2c1	chr13	FALSE	FALSE
Btbd19	chr4	FALSE	TRUE
Epm2aip1	chr9	FALSE	TRUE
Smad2	chr18	FALSE	TRUE
Tnfaip1	chr11	FALSE	FALSE
Inafm1	chr7	FALSE	TRUE
Trex2	chrX	FALSE	FALSE
Smim8	chr4	FALSE	TRUE
Xcl1	chr1	FALSE	TRUE
Krtap10-4	chr10	FALSE	FALSE
C9orf72	chr4	FALSE	TRUE
Spryd3	chr15	FALSE	TRUE
Gpx7	chr4	FALSE	TRUE
Smu1	chr4	FALSE	FALSE
Serpinb9e	chr13	FALSE	TRUE
Zfp58	chr13	FALSE	TRUE
Ccnb2	chr9	FALSE	FALSE
Adal	chr2	FALSE	TRUE
Pif1	chr9	FALSE	FALSE
Fblim1	chr4	FALSE	FALSE
Csl	chr10	FALSE	FALSE
Ugt1a2	chr1	FALSE	TRUE
Crebl2	chr6	FALSE	TRUE
Ptma	chr1	FALSE	FALSE
Oxgr1	chr14	FALSE	FALSE
Sele	chr1	FALSE	FALSE
Acod1	chr14	FALSE	TRUE
Nedd8	chr14	FALSE	TRUE
Cyb5r3	chr15	FALSE	TRUE
Crnn	chr3	FALSE	FALSE
Syngap1	chr17	FALSE	FALSE
Mea1	chr17	FALSE	TRUE
Pilra	chr5	FALSE	FALSE
Ovol1	chr19	FALSE	FALSE
Ccl3	chr11	FALSE	FALSE
Sod3	chr5	FALSE	TRUE
Bdkrb1	chr12	FALSE	TRUE
Magea10	chrX	FALSE	FALSE
Pnn	chr12	FALSE	TRUE
Ccdc134	chr15	FALSE	TRUE
Arrdc2	chr8	FALSE	TRUE
Atp4a	chr7	FALSE	FALSE
Mt4	chr8	FALSE	TRUE
Syde1	chr10	FALSE	TRUE
Ccdc74a	chr16	FALSE	FALSE
Gucy2f	chrX	FALSE	FALSE
Mup4	chr4	FALSE	FALSE
H2-M3	chr17	FALSE	FALSE
Nutm2	chr13	FALSE	FALSE
4933402D24Rik	chr1	FALSE	TRUE
Tspyl1	chr10	FALSE	TRUE
Foxd2	chr4	FALSE	FALSE
Sgo2b	chr8	FALSE	TRUE
Gon7	chr12	FALSE	TRUE
Slc2a12	chr10	FALSE	TRUE
Dact1	chr12	FALSE	TRUE
Zdhhc9	chrX	FALSE	TRUE
Sc5d	chr9	FALSE	TRUE
Mfng	chr15	FALSE	FALSE
Amacr	chr15	FALSE	TRUE
Ppil2	chr16	FALSE	FALSE
Ap3m2	chr8	FALSE	TRUE
Efcc1	chr6	FALSE	TRUE
Phospho2	chr2	FALSE	TRUE
Fam110c	chr12	FALSE	FALSE
Sh2d5	chr4	FALSE	FALSE
Gimap4	chr6	FALSE	FALSE
Ifi27l2b	chr12	FALSE	FALSE
Slbp	chr5	FALSE	TRUE
Pcdhb5	chr18	FALSE	TRUE
Slc6a11	chr6	FALSE	TRUE
Yrdc	chr4	FALSE	TRUE
Oxct2b	chr4	FALSE	FALSE
1700009N14Rik	chr4	FALSE	FALSE
Fbxl13	chr5	FALSE	TRUE
Gm9758	chr5	FALSE	FALSE
Rhoc	chr3	FALSE	TRUE
Krt75	chr15	FALSE	FALSE
Xkr8	chr4	FALSE	TRUE
Scgb2b24	chr7	FALSE	FALSE
Rgl2	chr17	FALSE	TRUE
Chmp2a	chr7	FALSE	FALSE
Med28	chr5	FALSE	TRUE
1700067K01Rik	chr8	FALSE	TRUE
Dab2ip	chr2	FALSE	TRUE
Exosc8	chr3	FALSE	TRUE
Uba5	chr9	FALSE	FALSE
Tmem170	chr8	FALSE	TRUE
Zcchc3	chr2	FALSE	TRUE
Slc38a10	chr11	FALSE	FALSE
Tssk4	chr14	FALSE	FALSE
Fcrl6	chr1	FALSE	FALSE
Cfap97d2	chr8	FALSE	TRUE
Tanc2	chr11	FALSE	TRUE
Clrn2	chr5	FALSE	TRUE
Tmem53	chr4	FALSE	TRUE
Fasn	chr11	FALSE	FALSE
Slc2a4	chr11	FALSE	FALSE
Wdr4	chr17	FALSE	TRUE
Serpina3f	chr12	FALSE	FALSE
Tmed3	chr9	FALSE	TRUE
Ang5	chr14	FALSE	FALSE
F2	chr2	FALSE	TRUE
Chrdl1	chrX	FALSE	FALSE
Rassf7	chr7	FALSE	TRUE
Vmn1r38	chr6	FALSE	FALSE
Magea6	chrX	FALSE	FALSE
Tigd4	chr3	FALSE	TRUE
Abt1	chr13	FALSE	TRUE
Lrrc17	chr5	FALSE	TRUE
Cep97	chr16	TRUE	TRUE
Sec22b	chr3	FALSE	TRUE
Zfp428	chr7	FALSE	FALSE
Pgbd1	chr13	FALSE	TRUE
Gm38431	chr9	FALSE	FALSE
Magee1	chrX	FALSE	FALSE
Fpgs	chr2	FALSE	TRUE
Aph1a	chr3	FALSE	FALSE
Atp13a1	chr8	FALSE	FALSE
Asah1	chr8	FALSE	TRUE
Cnih1	chr14	FALSE	TRUE
Hyal1	chr9	FALSE	TRUE
Map10	chr8	FALSE	TRUE
Rexo4	chr2	FALSE	FALSE
Vmn1r51	chr6	FALSE	FALSE
Ilk	chr7	FALSE	TRUE
Misp	chr10	FALSE	FALSE
Pcdh8	chr14	FALSE	FALSE
Dmxl1	chr18	FALSE	TRUE
Slc16a6	chr11	FALSE	TRUE
Zmat5	chr11	FALSE	TRUE
Txndc9	chr1	FALSE	TRUE
Wdcp	chr12	FALSE	TRUE
Rnf6	chr5	FALSE	TRUE
Sike1	chr3	FALSE	TRUE
Gm4841	chr18	FALSE	FALSE
Rnf112	chr11	FALSE	FALSE
Gxylt2	chr6	FALSE	TRUE
Sertad3	chr7	FALSE	TRUE
Borcs6	chr11	FALSE	TRUE
Dync2li1	chr17	FALSE	TRUE
Ifna2	chr4	FALSE	TRUE
Ccdc110	chr8	FALSE	TRUE
Ccdc184	chr15	FALSE	TRUE
Uqcrfs1	chr13	FALSE	TRUE
Pimreg	chr11	FALSE	FALSE
Sprr2k	chr3	FALSE	FALSE
Nudt22	chr19	FALSE	TRUE
Ccdc86	chr19	FALSE	TRUE
Utf1	chr7	FALSE	FALSE
Trub2	chr2	FALSE	FALSE
Kap	chr6	FALSE	FALSE
Stk25	chr1	FALSE	TRUE
Zfp579	chr7	FALSE	TRUE
Rtkn	chr6	FALSE	TRUE
Vma21	chrX	FALSE	TRUE
Ino80b	chr6	FALSE	TRUE
Ssxb9	chrX	FALSE	FALSE
Yy2	chrX	FALSE	FALSE
Ly9	chr1	FALSE	FALSE
Vmn2r121	chrX	FALSE	FALSE
Stoml2	chr4	FALSE	TRUE
Xlr5c	chrX	FALSE	FALSE
Has1	chr17	FALSE	FALSE
Taf7l2	chr10	FALSE	FALSE
Musk	chr4	FALSE	TRUE
Urb1	chr16	FALSE	FALSE
Khnyn	chr14	FALSE	FALSE
Hnrnpa0	chr13	FALSE	TRUE
Ttc39c	chr18	FALSE	TRUE
Cryba4	chr5	FALSE	TRUE
Lingo4	chr3	FALSE	TRUE
Islr	chr9	FALSE	FALSE
Cox7a2l	chr17	FALSE	TRUE
Mup19	chr4	FALSE	FALSE
Ints12	chr3	FALSE	TRUE
Svil	chr18	FALSE	TRUE
Lpar2	chr8	FALSE	TRUE
Ddx1	chr12	FALSE	FALSE
Mfap4	chr11	FALSE	TRUE
Samd11	chr4	FALSE	FALSE
Rbm7	chr9	FALSE	TRUE
B4gat1	chr19	FALSE	FALSE
Hsp90aa1	chr12	FALSE	TRUE
Pcif1	chr2	FALSE	FALSE
Cox4i1	chr8	FALSE	FALSE
Olah	chr2	FALSE	FALSE
Ctns	chr11	FALSE	TRUE
Spx	chr6	FALSE	FALSE
Csn2	chr5	FALSE	FALSE
Utp11	chr4	FALSE	TRUE
Fcer2a	chr8	FALSE	FALSE
Sla	chr15	FALSE	TRUE
Pkn3	chr2	FALSE	FALSE
Best2	chr8	FALSE	TRUE
Emp2	chr16	FALSE	FALSE
Brms1l	chr12	FALSE	TRUE
Krtap31-1	chr11	FALSE	TRUE
Grik3	chr4	FALSE	FALSE
Olfm4	chr14	FALSE	TRUE
Miox	chr15	FALSE	FALSE
Kcnf1	chr12	FALSE	TRUE
Ndnf	chr6	FALSE	TRUE
Crlf2	chr5	FALSE	FALSE
Tfam	chr10	FALSE	TRUE
Il20	chr1	FALSE	FALSE
Krtap12-1	chr10	FALSE	FALSE
Mn1	chr5	FALSE	FALSE
Dpm1	chr2	FALSE	FALSE
Exosc9	chr3	FALSE	TRUE
Lpcat2b	chr5	FALSE	TRUE
Dcpp3	chr17	FALSE	FALSE
Fscn3	chr6	FALSE	TRUE
Echdc2	chr4	FALSE	FALSE
Tmsb15l	chrX	FALSE	TRUE
Fam241a	chr3	FALSE	TRUE
Ttc14	chr3	FALSE	FALSE
Itpr2	chr6	FALSE	TRUE
Ifnl3	chr7	FALSE	FALSE
Mfap3	chr11	FALSE	FALSE
Akr1b7	chr6	FALSE	FALSE
Fbxo47	chr11	FALSE	TRUE
Arl16	chr11	FALSE	TRUE
Pnpla6	chr8	FALSE	FALSE
Nipsnap2	chr5	FALSE	FALSE
Mcoln2	chr3	FALSE	TRUE
Fbxo7	chr10	FALSE	TRUE
Ndufb4	chr16	FALSE	TRUE
Slc22a8	chr19	FALSE	FALSE
Rlim	chrX	FALSE	FALSE
Cldn3	chr5	FALSE	FALSE
Serinc5	chr13	FALSE	TRUE
Lyrm1	chr7	FALSE	TRUE
Lsp1	chr7	FALSE	TRUE
Cd209a	chr8	FALSE	FALSE
Slc39a2	chr14	FALSE	FALSE
Gzma	chr13	FALSE	FALSE
Ntmt1	chr2	FALSE	FALSE
Cpa1	chr6	FALSE	TRUE
Mrpl57	chr14	FALSE	TRUE
Sstr5	chr17	FALSE	FALSE
Cyp2s1	chr7	FALSE	FALSE
Pth	chr7	FALSE	TRUE
Rcbtb1	chr14	FALSE	TRUE
Kcnj13	chr1	FALSE	FALSE
Kif12	chr4	FALSE	FALSE
Cdkn1a	chr17	FALSE	TRUE
Mnx1	chr5	FALSE	FALSE
Mpv17l2	chr8	FALSE	TRUE
Rps15	chr10	FALSE	TRUE
Kyat1	chr2	FALSE	TRUE
Rpp25	chr9	FALSE	FALSE
Ucn3	chr13	FALSE	FALSE
Acat2	chr17	FALSE	TRUE
Sprr1a	chr3	FALSE	FALSE
Hes1	chr16	FALSE	FALSE
Ydjc	chr16	FALSE	TRUE
Snx22	chr9	FALSE	FALSE
Lypd4	chr7	FALSE	FALSE
Pdia4	chr6	FALSE	TRUE
Mucl3	chr17	FALSE	TRUE
Apbb3	chr18	FALSE	FALSE
Mndal	chr1	FALSE	TRUE
Ier5	chr1	FALSE	TRUE
Lta	chr17	FALSE	FALSE
Gm13539	chr2	FALSE	FALSE
Akirin2	chr4	FALSE	TRUE
Cma2	chr14	FALSE	TRUE
Neto1	chr18	FALSE	TRUE
Foxi2	chr7	FALSE	FALSE
Chaf1a	chr17	FALSE	TRUE
Cmtm6	chr9	FALSE	TRUE
Gtpbp10	chr5	FALSE	TRUE
Fus	chr7	FALSE	FALSE
Cep295	chr9	FALSE	FALSE
Scn10a	chr9	FALSE	FALSE
Rragb	chrX	FALSE	FALSE
Capns2	chr8	FALSE	TRUE
Slc25a5	chrX	FALSE	TRUE
Klk1b1	chr7	FALSE	FALSE
Tor2a	chr2	FALSE	FALSE
Bola3	chr6	FALSE	TRUE
Fhl4	chr10	FALSE	TRUE
Gabarap	chr11	FALSE	TRUE
Acer1	chr17	FALSE	FALSE
Minar2	chr18	FALSE	TRUE
Adam30	chr3	FALSE	FALSE
Gpn2	chr4	FALSE	TRUE
Gemin7	chr7	FALSE	TRUE
Il3ra	chr14	FALSE	TRUE
Tubg1	chr11	FALSE	FALSE
Stard4	chr18	FALSE	TRUE
Ctcfl	chr2	FALSE	FALSE
Phb2	chr6	FALSE	FALSE
BB014433	chr8	FALSE	TRUE
Cyp11b1	chr15	FALSE	FALSE
Kifc5b	chr17	FALSE	TRUE
Emilin2	chr17	FALSE	FALSE
Pcp4	chr16	FALSE	TRUE
Zmynd19	chr2	FALSE	TRUE
Cdh19	chr1	FALSE	FALSE
BC016579	chr16	FALSE	TRUE
Pithd1	chr4	FALSE	TRUE
Syce3	chr15	FALSE	TRUE
Mcpt1	chr14	FALSE	TRUE
Tnfsf14	chr17	FALSE	FALSE
Krtap3-1	chr11	FALSE	TRUE
B3gnt8	chr7	FALSE	TRUE
Gipr	chr7	FALSE	TRUE
Rpl5	chr5	FALSE	FALSE
Fitm1	chr14	FALSE	TRUE
Tatdn1	chr15	FALSE	TRUE
Rangrf	chr11	FALSE	TRUE
Sh2b3	chr5	FALSE	FALSE
Ercc2	chr7	FALSE	FALSE
Atp12a	chr14	FALSE	TRUE
Muc20	chr16	FALSE	FALSE
Ssr1	chr13	FALSE	FALSE
Mycs	chrX	FALSE	FALSE
Trp53	chr11	FALSE	TRUE
Gnat1	chr9	FALSE	FALSE
Fam184b	chr5	FALSE	TRUE
Cryz	chr3	FALSE	TRUE
Slc32a1	chr2	FALSE	FALSE
Igfbp4	chr11	FALSE	TRUE
Spc25	chr2	FALSE	TRUE
Nid2	chr14	FALSE	FALSE
Rassf8	chr6	FALSE	TRUE
Zbtb14	chr17	FALSE	TRUE
Lgals7	chr7	FALSE	FALSE
Krt6b	chr15	FALSE	FALSE
Pcdhb14	chr18	FALSE	FALSE
Wfdc15a	chr2	FALSE	TRUE
Nat8l	chr5	FALSE	FALSE
Mettl1	chr10	FALSE	TRUE
Ccdc85b	chr19	FALSE	FALSE
Slc44a4	chr17	FALSE	FALSE
Vasp	chr7	FALSE	TRUE
Gtf3c5	chr2	FALSE	FALSE
Ube2a	chrX	FALSE	TRUE
Haus1	chr18	FALSE	TRUE
Sox21	chr14	FALSE	FALSE
Rplp1	chr9	FALSE	TRUE
Ralgapa2	chr2	FALSE	TRUE
Sytl1	chr4	FALSE	FALSE
Herpud1	chr8	FALSE	FALSE
Dok1	chr6	FALSE	FALSE
Hbb-bt	chr7	FALSE	FALSE
Cnot8	chr11	FALSE	TRUE
Avp	chr2	FALSE	TRUE
Rgs6	chr12	FALSE	TRUE
Fam219b	chr9	FALSE	TRUE
Prickle4	chr17	FALSE	TRUE
Ubxn1	chr19	FALSE	TRUE
Mos	chr4	FALSE	TRUE
Slc25a28	chr19	FALSE	TRUE
Arl11	chr14	FALSE	TRUE
Pip4p2	chr4	FALSE	TRUE
Chchd5	chr2	FALSE	TRUE
Arl4c	chr1	FALSE	FALSE
Zfp703	chr8	FALSE	TRUE
Vwa1	chr4	FALSE	TRUE
Ocm	chr5	FALSE	FALSE
Gabrd	chr4	FALSE	FALSE
1700003F12Rik	chr2	FALSE	TRUE
Slitrk3	chr3	FALSE	TRUE
Cyp2a5	chr7	FALSE	FALSE
Cd164	chr10	FALSE	TRUE
Cks1b	chr3	FALSE	TRUE
Gstp3	chr19	FALSE	TRUE
4930563E22Rik	chr11	FALSE	TRUE
Hoxb2	chr11	FALSE	FALSE
Cyb561d1	chr3	FALSE	TRUE
Crebzf	chr7	FALSE	TRUE
Mns1	chr9	FALSE	TRUE
Rasip1	chr7	FALSE	TRUE
Tlcd5	chr9	FALSE	TRUE
Hamp	chr7	FALSE	FALSE
Dnal1	chr12	FALSE	TRUE
Nat8f4	chr6	FALSE	TRUE
Il9r	chr11	FALSE	TRUE
Ccdc54	chr16	FALSE	FALSE
Pcdhb13	chr18	FALSE	FALSE
Them5	chr3	FALSE	FALSE
Rbp3	chr14	FALSE	TRUE
Oc90	chr15	FALSE	TRUE
Pigw	chr11	FALSE	TRUE
Gng11	chr6	FALSE	FALSE
Mdc1	chr17	FALSE	FALSE
Epop	chr11	FALSE	FALSE
Bcl2l10	chr9	FALSE	FALSE
Grpr	chrX	FALSE	FALSE
F2r	chr13	FALSE	TRUE
Gsc	chr12	FALSE	FALSE
Mtres1	chr10	FALSE	TRUE
Tmem106a	chr11	FALSE	FALSE
Gm3646	chr1	FALSE	TRUE
Fut7	chr2	FALSE	TRUE
S100a11	chr3	FALSE	TRUE
Cct8l1	chr5	FALSE	TRUE
Ccn6	chr10	FALSE	TRUE
Trim27	chr13	FALSE	TRUE
Polr2i	chr7	FALSE	TRUE
Zfp655	chr5	FALSE	FALSE
Dnase2a	chr8	FALSE	TRUE
Upk3bl	chr5	FALSE	FALSE
Nfkbib	chr7	FALSE	FALSE
Slc24a1	chr9	FALSE	FALSE
Cry1	chr10	FALSE	TRUE
Prr12	chr7	FALSE	FALSE
Cars2	chr8	FALSE	TRUE
Thrsp	chr7	FALSE	TRUE
Timm9	chr12	FALSE	TRUE
Zfp661	chr2	FALSE	TRUE
Babam1	chr8	FALSE	TRUE
Nudt17	chr3	FALSE	TRUE
Tcl1b5	chr12	FALSE	FALSE
Arl14epl	chr18	FALSE	FALSE
Spock2	chr10	FALSE	FALSE
Lrit1	chr14	FALSE	FALSE
Ptchd3	chr11	FALSE	FALSE
Gsto1	chr19	FALSE	TRUE
Tas2r116	chr6	FALSE	FALSE
Kif22	chr7	FALSE	TRUE
Zdhhc11	chr13	FALSE	TRUE
Arrdc1	chr2	FALSE	TRUE
Gid8	chr2	FALSE	FALSE
Vpreb3	chr10	FALSE	TRUE
Tcim	chr8	FALSE	FALSE
Hunk	chr16	FALSE	TRUE
Gabarapl1	chr6	FALSE	FALSE
Npm3	chr19	FALSE	TRUE
Tmem79	chr3	FALSE	TRUE
Spock3	chr8	FALSE	FALSE
Gdf15	chr8	FALSE	TRUE
Fam13a	chr6	FALSE	TRUE
Tsfm	chr10	FALSE	FALSE
Car13	chr3	FALSE	FALSE
Lnx1	chr5	FALSE	TRUE
Cst3	chr2	FALSE	TRUE
Nfkb2	chr19	FALSE	TRUE
Celf6	chr9	FALSE	FALSE
Slc6a2	chr8	FALSE	FALSE
Atic	chr1	FALSE	FALSE
Mtmr7	chr8	FALSE	TRUE
Naaladl2	chr3	FALSE	TRUE
Pcsk7	chr9	FALSE	FALSE
Blvrb	chr7	FALSE	TRUE
Entr1	chr2	FALSE	FALSE
A930018P22Rik	chr2	FALSE	TRUE
Zfp28	chr7	FALSE	TRUE
Ndufs8	chr19	FALSE	TRUE
Mppe1	chr18	FALSE	FALSE
Ropn1	chr16	FALSE	TRUE
Tor1b	chr2	FALSE	FALSE
Jmjd4	chr11	FALSE	TRUE
Gm3409	chr5	FALSE	FALSE
Lhfpl4	chr6	FALSE	FALSE
Ugt1a7c	chr1	FALSE	TRUE
C130050O18Rik	chr5	FALSE	FALSE
Defb21	chr2	FALSE	FALSE
Cdkal1	chr13	FALSE	TRUE
Mrps36	chr13	FALSE	TRUE
Dnaja1	chr4	FALSE	FALSE
Rhox9	chrX	FALSE	TRUE
Taar9	chr10	FALSE	FALSE
Mamstr	chr7	FALSE	TRUE
Cd14	chr18	FALSE	FALSE
Pfkfb4	chr9	FALSE	FALSE
Diras2	chr13	FALSE	FALSE
Mgme1	chr2	FALSE	TRUE
Wfdc21	chr11	FALSE	FALSE
Cstdc5	chr16	FALSE	FALSE
Hspd1	chr1	FALSE	TRUE
Sapcd2	chr2	FALSE	TRUE
Ndrg4	chr8	FALSE	TRUE
Zfp235	chr7	FALSE	FALSE
Lsr	chr7	FALSE	FALSE
Ddx41	chr13	FALSE	FALSE
Cxcl14	chr13	FALSE	FALSE
Set	chr2	FALSE	TRUE
Wdr55	chr18	FALSE	TRUE
Bcl2l2	chr14	FALSE	TRUE
Trpd52l3	chr19	FALSE	FALSE
Rpl8	chr15	FALSE	TRUE
Zfp457	chr13	FALSE	TRUE
Tubb3	chr8	FALSE	FALSE
Anxa1	chr19	FALSE	FALSE
Rhot2	chr17	FALSE	TRUE
Osr1	chr12	FALSE	TRUE
Mphosph8	chr14	FALSE	TRUE
Lrp5	chr19	FALSE	TRUE
Zfp568	chr7	FALSE	FALSE
Vegfb	chr19	FALSE	TRUE
Cmtm7	chr9	FALSE	TRUE
Artn	chr4	FALSE	FALSE
Xlr3a	chrX	FALSE	TRUE
Ptch2	chr4	FALSE	TRUE
Snhg11	chr2	FALSE	FALSE
Pih1d1	chr7	FALSE	TRUE
Syngr1	chr15	FALSE	FALSE
Nmb	chr7	FALSE	TRUE
Myl12a	chr17	FALSE	TRUE
Hey1	chr3	FALSE	TRUE
Snrpb2	chr2	FALSE	TRUE
Siva1	chr12	FALSE	TRUE
Grcc10	chr6	FALSE	TRUE
Tssk2	chr16	FALSE	FALSE
Slc24a5	chr2	FALSE	FALSE
Itgb2	chr10	FALSE	TRUE
Yes1	chr5	FALSE	TRUE
Zbtb10	chr3	FALSE	TRUE
Rpl18a	chr8	FALSE	TRUE
Odr4	chr1	FALSE	TRUE
Phf13	chr4	FALSE	TRUE
Satb2	chr1	FALSE	TRUE
Kazn	chr4	FALSE	TRUE
Rtn4rl1	chr11	FALSE	TRUE
Sgta	chr10	FALSE	FALSE
Fkbp1b	chr12	FALSE	TRUE
Adrm1	chr2	FALSE	FALSE
Krt8	chr15	FALSE	TRUE
Tlx3	chr11	FALSE	TRUE
Tpi1	chr6	FALSE	TRUE
Aif1	chr17	FALSE	FALSE
Vmn1r177	chr7	FALSE	FALSE
Tspan17	chr13	FALSE	TRUE
Ptgdr2	chr19	FALSE	TRUE
Wdr73	chr7	FALSE	TRUE
Slc7a12	chr3	FALSE	FALSE
Pgrmc1	chrX	FALSE	FALSE
Bfsp1	chr2	FALSE	TRUE
Dync1i1	chr6	FALSE	TRUE
Ska1	chr18	FALSE	TRUE
Adrb2	chr18	FALSE	TRUE
Dbr1	chr9	FALSE	TRUE
Stk40	chr4	FALSE	FALSE
Mmp19	chr10	FALSE	TRUE
Tbc1d8	chr1	FALSE	TRUE
Fam13b	chr18	FALSE	TRUE
Trap1	chr16	FALSE	FALSE
Cox11	chr11	FALSE	TRUE
Cyp4x1	chr4	FALSE	TRUE
Pip5kl1	chr2	FALSE	TRUE
Tmem200b	chr4	FALSE	FALSE
Cnr1	chr4	TRUE	TRUE
Gbp6	chr5	FALSE	TRUE
Drc3	chr11	FALSE	TRUE
Prl2c2	chr13	FALSE	FALSE
Otud3	chr4	FALSE	FALSE
Gltp	chr5	FALSE	FALSE
Chat	chr14	FALSE	TRUE
Eif3c	chr7	FALSE	FALSE
Gpr6	chr10	FALSE	FALSE
Tmem30b	chr12	FALSE	FALSE
Kcnk9	chr15	FALSE	TRUE
Ifna13	chr4	FALSE	TRUE
Xlr4b	chrX	FALSE	FALSE
Taok3	chr5	FALSE	FALSE
Cck	chr9	FALSE	FALSE
Abcc10	chr17	FALSE	FALSE
Haus7	chrX	FALSE	TRUE
Elavl4	chr4	FALSE	TRUE
Mcat	chr15	FALSE	TRUE
Banf1	chr19	FALSE	TRUE
Spata20	chr11	FALSE	TRUE
Zpbp2	chr11	FALSE	FALSE
Dhrs13	chr11	FALSE	TRUE
Nrg1	chr8	FALSE	FALSE
Ifrd2	chr9	FALSE	TRUE
Rpl7	chr1	FALSE	TRUE
Marchf9	chr10	FALSE	TRUE
Wdr20rt	chr12	FALSE	TRUE
Avpr1b	chr1	FALSE	TRUE
Plau	chr14	FALSE	TRUE
Egr4	chr6	FALSE	TRUE
Hoxa5	chr6	FALSE	FALSE
Spats1	chr17	FALSE	TRUE
Lrrc30	chr17	FALSE	FALSE
Camk2n1	chr4	FALSE	TRUE
Mepce	chr5	FALSE	FALSE
1700013H16Rik	chrX	FALSE	FALSE
Derl2	chr11	FALSE	FALSE
Hesx1	chr14	FALSE	TRUE
Ccdc63	chr5	FALSE	TRUE
4930596D02Rik	chr14	FALSE	FALSE
Eif4a3	chr11	FALSE	FALSE
Shox2	chr3	FALSE	TRUE
Rgs5	chr1	FALSE	FALSE
Mcpt9	chr14	FALSE	TRUE
Secisbp2l	chr2	FALSE	FALSE
Krt222	chr11	FALSE	TRUE
Myt1	chr2	FALSE	TRUE
B630019K06Rik	chrX	FALSE	TRUE
Rasl2-9	chr7	FALSE	FALSE
1700024G13Rik	chr14	FALSE	TRUE
Lefty1	chr1	FALSE	FALSE
Itprid2	chr2	FALSE	TRUE
Cox14	chr15	FALSE	TRUE
Hoxa13	chr6	FALSE	FALSE
Serpinb9b	chr13	FALSE	TRUE
Odf4	chr11	FALSE	FALSE
Alpi	chr1	FALSE	TRUE
Nr5a2	chr1	FALSE	TRUE
Mrps23	chr11	FALSE	TRUE
Hdgfl1	chr13	FALSE	FALSE
Csf3	chr11	FALSE	TRUE
Mthfd2	chr6	FALSE	TRUE
Gng3	chr19	FALSE	TRUE
Jund	chr8	FALSE	FALSE
Insig1	chr5	FALSE	TRUE
Tbx19	chr1	FALSE	TRUE
Krtap10-10	chr10	FALSE	FALSE
1700013G24Rik	chr4	FALSE	FALSE
Pafah1b1	chr11	FALSE	FALSE
Ccnjl	chr11	FALSE	TRUE
Acot6	chr12	FALSE	TRUE
Prss50	chr9	FALSE	FALSE
Slc25a45	chr19	FALSE	TRUE
Nemp2	chr1	FALSE	TRUE
Hsd17b7	chr1	FALSE	TRUE
Ftmt	chr18	FALSE	TRUE
Lyg1	chr1	FALSE	FALSE
Ghitm	chr14	FALSE	TRUE
H2-Q2	chr17	FALSE	FALSE
Endov	chr11	FALSE	FALSE
Casp3	chr8	FALSE	TRUE
Chtop	chr3	FALSE	FALSE
Tubb4b	chr2	FALSE	TRUE
Plk2	chr13	FALSE	TRUE
Rrp1	chr10	FALSE	FALSE
Commd5	chr15	FALSE	TRUE
Dusp28	chr1	FALSE	TRUE
Pnma1	chr12	FALSE	TRUE
Nubp2	chr17	FALSE	TRUE
Cnot7	chr8	FALSE	TRUE
Hfe	chr13	FALSE	TRUE
Dgat1	chr15	FALSE	FALSE
Eif4h	chr5	FALSE	FALSE
Ivl	chr3	FALSE	FALSE
Sec13	chr6	FALSE	FALSE
Tmem215	chr4	FALSE	FALSE
Golm1	chr13	FALSE	TRUE
Spint4	chr2	FALSE	FALSE
Tatdn3	chr1	FALSE	TRUE
Lrrc73	chr17	FALSE	TRUE
Dqx1	chr6	FALSE	FALSE
Slc6a8	chrX	FALSE	FALSE
Rmc1	chr18	FALSE	FALSE
Nudc	chr4	FALSE	FALSE
Tnk1	chr11	FALSE	FALSE
Ramp2	chr11	FALSE	FALSE
Prkab2	chr3	FALSE	TRUE
Syna	chr5	FALSE	FALSE
Ttc1	chr11	FALSE	FALSE
Agxt2	chr15	FALSE	FALSE
Nhlh1	chr1	FALSE	TRUE
Ms4a19	chr19	FALSE	FALSE
Ctse	chr1	FALSE	TRUE
Slc25a3	chr10	FALSE	FALSE
Vmn1r81	chr7	FALSE	FALSE
Recql	chr6	FALSE	TRUE
Wdr83	chr8	FALSE	TRUE
Copz2	chr11	FALSE	TRUE
Rit2	chr18	FALSE	TRUE
Tmem92	chr11	FALSE	FALSE
Ramac	chr7	FALSE	TRUE
Ccdc70	chr8	FALSE	FALSE
Ankrd39	chr1	FALSE	TRUE
Cfap410	chr10	FALSE	TRUE
Tefm	chr11	FALSE	TRUE
Mrpl19	chr6	FALSE	TRUE
Ifngr2	chr16	FALSE	TRUE
Msl3l2	chr10	FALSE	TRUE
Mmadhc	chr2	FALSE	TRUE
Timm22	chr11	FALSE	FALSE
Sap30l	chr11	FALSE	TRUE
Cypt12	chr3	TRUE	FALSE
Elovl1	chr4	FALSE	TRUE
