"peak_id","h2a_Fold","h2a_FDR","SYMBOL"
"h2a_peak_40081",0.068529552,0.629480498,"Rnf123"
"h2a_peak_40082",-0.21842389,0.105214483,"Celsr3"
"h2a_peak_40083",0.500738344,0.000523275,"Slc9a9"
"h2a_peak_40084",0.498634956,0.002652091,"Fat3"
"h2a_peak_40086",0.076877538,0.579195031,"Ttc12"
"h2a_peak_40088",0.043288615,0.767185259,"Trak1"
"h2a_peak_40089",-0.475581565,5.88e-05,"Chrna5"
"h2a_peak_40093",-0.112077953,0.462510049,"Upk2"
"h2a_peak_40095",0.524185473,0.000610979,"Clk3"
"h2a_peak_40099",-0.642076473,7.26e-06,"Igdcc3"
"h2a_peak_40102",0.158561586,0.242684698,"Elmod1"
"h2a_peak_40103",-0.341138311,0.005033125,"Scn5a"
"h2a_peak_40105",0.242537785,0.07967842,"Lingo1"
"h2a_peak_40106",-0.016584817,0.92005487,"Slc24a1"
"h2a_peak_40108",0.056744868,0.718354822,"Cnn1"
"h2a_peak_40110",-0.074806552,0.610729848,"Pde4a"
"h2a_peak_40111",0.102423424,0.434275071,"Nt5e"
"h2a_peak_40115",-0.39102096,0.002224736,"Ppp2r1b"
"h2a_peak_40119",0.235950558,0.084004777,"Dscaml1"
"h2a_peak_40120",-0.526076042,5.25e-05,"Cyp11a1"
"h2a_peak_40122",0.214639197,0.127103943,"Kirrel3"
"h2a_peak_40124",0.658009789,4.05e-07,"Mapkapk3"
"h2a_peak_40125",-0.183431215,0.168465074,"Slc9a9"
"h2a_peak_40127",0.786250929,1.89e-11,"Opcml"
"h2a_peak_40128",0.519928344,1.67e-05,"Glyctk"
"h2a_peak_40129",-0.161541522,0.332215794,"Acvr2b"
"h2a_peak_40130",0.065180773,0.649991859,"Cspg4"
"h2a_peak_40133",0.518135455,7.78e-05,"Slc22a14"
"h2a_peak_40133",0.518135455,7.78e-05,"Myd88"
"h2a_peak_40133",0.518135455,7.78e-05,"Acaa1a"
"h2a_peak_40135",0.337336083,0.005293156,"Azi2"
"h2a_peak_40135",0.337336083,0.005293156,"Cmc1"
"h2a_peak_40136",0.316197375,0.014955285,"Gnai2"
"h2a_peak_40141",-0.620697865,8.12e-07,"Lingo1"
"h2a_peak_40142",0.588819493,1.33e-05,"Ppp2r1b"
"h2a_peak_40143",0.033125137,0.849281617,"Golga4"
"h2a_peak_40144",-0.261179451,0.06743581,"Lingo1"
"h2a_peak_40145",0.282658903,0.01914616,"Nt5e"
"h2a_peak_40146",-0.050367505,0.731917708,"Ntm"
"h2a_peak_40152",-0.216115413,0.086372693,"Csk"
"h2a_peak_40153",0.416239037,0.00151635,"Pgm3"
"h2a_peak_40153",0.416239037,0.00151635,"Rwdd2a"
"h2a_peak_40158",0.432626322,0.000581149,"Cd276"
"h2a_peak_40159",0.152946903,0.37015952,"Gpd1l"
"h2a_peak_40160",-0.382673318,0.009128562,"Adamts7"
"h2a_peak_40160",-0.382673318,0.009128562,"Tbc1d2b"
"h2a_peak_40161",-0.171215128,0.199470569,"Cx3cr1"
"h2a_peak_40161",-0.171215128,0.199470569,"Ttc21a"
"h2a_peak_40163",-0.158511985,0.246936958,"Tmem158"
"h2a_peak_40166",-0.336066407,0.00789828,"Lingo1"
"h2a_peak_40167",-0.358568487,0.003769564,"Ccdc33"
"h2a_peak_40169",-0.321738241,0.018717145,"Ephb1"
"h2a_peak_40170",-0.317121567,0.012315187,"Megf11"
"h2a_peak_40171",-0.493741738,1.33e-05,"Cacna2d2"
"h2a_peak_40176",0.715016189,3.4e-08,"Exph5"
"h2a_peak_40178",-0.162801697,0.213440484,"Tmprss4"
"h2a_peak_40178",-0.162801697,0.213440484,"BC049352"
"h2a_peak_40180",0.751858954,2.89e-07,"Sh3bgrl2"
"h2a_peak_40183",-0.552151344,9.25e-07,"Dapk2"
"h2a_peak_40184",-0.291831458,0.035385114,"Olfm2"
"h2a_peak_40185",0.145542554,0.319110581,"Nrgn"
"h2a_peak_40186",0.65633338,7.48e-08,"Hspb2"
"h2a_peak_40186",0.65633338,7.48e-08,"Cryab"
"h2a_peak_40191",-0.159311835,0.226696619,"Gm1113"
"h2a_peak_40193",0.597478833,1.31e-06,"Slc9a9"
"h2a_peak_40194",-0.250315353,0.059595899,"Ulk4"
"h2a_peak_40195",0.800579923,2.47e-09,"Rbms3"
"h2a_peak_40196",0.148643957,0.348394866,"Aph1c"
"h2a_peak_40197",-0.419044598,0.001904862,"Smad6"
"h2a_peak_40199",-0.1307445,0.355494353,"B3gat1"
"h2a_peak_40200",0.026746237,0.864069192,"Rora"
"h2a_peak_40201",0.115157902,0.387666057,"Cacna2d2"
"h2a_peak_40202",0.02232773,0.8792193,"Thsd4"
"h2a_peak_40203",-0.349962844,0.0155229,"Chrna3"
"h2a_peak_40205",0.252942217,0.056567787,"Mras"
"h2a_peak_40206",-0.067557322,0.610965762,"Tmie"
"h2a_peak_40206",-0.067557322,0.610965762,"Als2cl"
"h2a_peak_40208",0.187631456,0.154210988,"Fxyd6"
"h2a_peak_40210",0.027655911,0.842243408,"Tmem45b"
"h2a_peak_40211",-0.428493993,0.000719861,"Scn5a"
"h2a_peak_40212",-0.413618202,0.000587182,"Tmprss13"
"h2a_peak_40216",-0.076462679,0.586504744,"Ntm"
"h2a_peak_40219",-0.032270061,0.817635896,"Sema3f"
"h2a_peak_40220",0.183329996,0.142894124,"Nxpe4"
"h2a_peak_40222",-0.152430556,0.228916694,"C2cd4a"
"h2a_peak_40224",0.223900188,0.137161626,"Dipk2a"
"h2a_peak_40225",-0.388590397,0.001017937,"Ulk3"
"h2a_peak_40226",-0.087662377,0.552090698,"Dscaml1"
"h2a_peak_40230",0.413686915,0.001710185,"Lrrc1"
"h2a_peak_40231",0.190397925,0.165800741,"Eepd1"
"h2a_peak_40232",0.48080191,6.87e-05,"Fat3"
"h2a_peak_40234",0.278209594,0.049533132,"Il10ra"
"h2a_peak_40235",0.227023556,0.330113349,"Aph1b"
"h2a_peak_40237",-0.011107929,0.940040195,"Osbpl10"
"h2a_peak_40238",0.010502236,0.948389415,"Fat3"
"h2a_peak_40240",-0.278885308,0.026423471,"Glb1l2"
"h2a_peak_40243",0.051133077,0.723730797,"Cmtm7"
"h2a_peak_40244",0.029034337,0.842029718,"Gramd1b"
"h2a_peak_40245",0.477851124,0.001498398,"Bckdhb"
"h2a_peak_40247",-0.128553658,0.422471175,"Kirrel3"
"h2a_peak_40248",0.010210077,0.944839588,"Slc37a2"
"h2a_peak_40249",0.888637729,6.49e-14,"Opcml"
"h2a_peak_40250",0.075809223,0.571462671,"Panx1"
"h2a_peak_40251",0.394218337,0.001308686,"Gm49380"
"h2a_peak_40251",0.394218337,0.001308686,"Usp2"
"h2a_peak_40254",-0.256420708,0.042818971,"Cx3cr1"
"h2a_peak_40254",-0.256420708,0.042818971,"Csrnp1"
"h2a_peak_40256",-0.044289421,0.776639189,"Grik4"
"h2a_peak_40258",-0.003367666,0.982536711,"Pknox2"
"h2a_peak_40261",-0.113627494,0.442060229,"Dscaml1"
"h2a_peak_40262",0.256508456,0.030130425,"Col6a4"
"h2a_peak_40263",0.156857201,0.305189498,"Lars2"
"h2a_peak_40264",-0.55038662,2.1e-05,"Ulk4"
"h2a_peak_40265",0.081257265,0.546722984,"Hcrtr2"
"h2a_peak_40266",-0.27837443,0.054069626,"Hcn4"
"h2a_peak_40268",0.577440779,4.55e-07,"Ripply2"
"h2a_peak_40270",-0.455150265,3.49e-05,"Als2cl"
"h2a_peak_40271",-0.097350796,0.442532555,"Tle3"
"h2a_peak_40272",0.26454602,0.020777468,"Pxylp1"
"h2a_peak_40273",-0.422981446,0.000463714,"Nectin1"
"h2a_peak_40274",0.650596129,5.41e-08,"Faim"
"h2a_peak_40275",0.598500018,2.65e-07,"Elovl5"
"h2a_peak_40281",0.41342799,0.000676359,"Clstn2"
"h2a_peak_40282",0.00253134,0.985713528,"Cck"
"h2a_peak_40284",0.200169279,0.072818769,"Clstn2"
"h2a_peak_40286",0.701464501,4.92e-10,"Pls1"
"h2a_peak_40288",0.090966002,0.501689011,"Nt5e"
"h2a_peak_40290",0.224584979,0.093182138,"Zbtb16"
"h2a_peak_40292",0.415378139,0.000897206,"Endod1"
"h2a_peak_40294",0.151059346,0.239392939,"Ctdspl"
"h2a_peak_40295",0.911176574,8.77e-14,"Il20rb"
"h2a_peak_40296",-0.091237463,0.481313836,"Itga9"
"h2a_peak_40297",1.058638085,7.53e-18,"Cntn5"
"h2a_peak_40298",0.204069538,0.137576958,"Slc9a9"
"h2a_peak_40299",0.28012224,0.016298642,"Siae"
"h2a_peak_40300",0.589527702,6.11e-05,"Cntn5"
"h2a_peak_40302",0.25452973,0.035459099,"Dscaml1"
"h2a_peak_40303",0.296400112,0.012716443,"Slc9a9"
"h2a_peak_40304",-0.229918259,0.106773864,"Ets1"
"h2a_peak_40305",0.263801433,0.034439374,"Kirrel3"
"h2a_peak_40306",0.029770345,0.850782137,"Thsd4"
"h2a_peak_40308",0.062678645,0.640766498,"Mst1r"
"h2a_peak_40309",-0.082161828,0.49304649,"Ephb1"
"h2a_peak_40310",0.018921034,0.895208387,"Ntm"
"h2a_peak_40311",-0.276374738,0.021879422,"Ccdc33"
"h2a_peak_40313",-0.38557734,0.002857999,"Cacna2d2"
"h2a_peak_40314",0.356356399,0.001971317,"Klhdc8b"
"h2a_peak_40315",0.092792979,0.436328016,"Ephb1"
"h2a_peak_40317",0.049232963,0.767206921,"Npsr1"
"h2a_peak_40318",-0.318215454,0.002696199,"Gask1a"
"h2a_peak_40320",0.187976222,0.395341352,"Smco4"
"h2a_peak_40324",-0.326199391,0.011217301,"Pomgnt2"
"h2a_peak_40325",0.629412692,3.25e-09,"Ephb1"
"h2a_peak_40327",0.028383516,0.835405121,"Ntm"
"h2a_peak_40328",0.154995422,0.18041832,"Ntm"
"h2a_peak_40329",-0.116861493,0.367088043,"Lingo1"
"h2a_peak_40330",1.072408575,4.89e-15,"Siae"
"h2a_peak_40330",1.072408575,4.89e-15,"Spa17"
"h2a_peak_40333",-0.049823189,0.772506795,"Kirrel3"
"h2a_peak_40335",-0.014899054,0.923237066,"Esyt3"
"h2a_peak_40337",0.181274301,0.130490431,"Tcf12"
"h2a_peak_40338",0.050144285,0.724307209,"Slc9a9"
"h2a_peak_40339",-0.339019689,0.002568723,"Kirrel3"
"h2a_peak_40340",0.24741035,0.075244578,"Fat3"
"h2a_peak_40341",-0.302847695,0.022116955,"Clstn2"
"h2a_peak_40342",-0.106007679,0.418544893,"Dscaml1"
"h2a_peak_40343",-0.113639119,0.345051706,"Amotl2"
"h2a_peak_40345",-0.039848382,0.806480507,"Kirrel3"
"h2a_peak_40346",-0.307478324,0.01258702,"Lingo1"
"h2a_peak_40347",-0.26096976,0.028648605,"Ccdc33"
"h2a_peak_40347",-0.26096976,0.028648605,"Stra6"
"h2a_peak_40350",0.338208488,0.002665071,"Ppm1m"
"h2a_peak_40351",-0.197560713,0.119660596,"Pcbp4"
"h2a_peak_40351",-0.197560713,0.119660596,"Gpr62"
"h2a_peak_40352",-0.297331499,0.017858101,"Smad6"
"h2a_peak_40355",-0.041083152,0.773689317,"Ccdc13"
"h2a_peak_40356",-0.065587298,0.59959804,"Acaa1b"
"h2a_peak_40359",-0.517259611,4.11e-05,"Adamts15"
"h2a_peak_40361",1.002216575,7.52e-16,"Ntm"
"h2a_peak_40362",-0.521516018,1.39e-06,"Col7a1"
"h2a_peak_40363",-0.053174681,0.66726823,"Slc9a9"
"h2a_peak_40364",-0.208211813,0.141264353,"Dapk2"
"h2a_peak_40365",0.198000936,0.103237911,"Arhgap32"
"h2a_peak_40366",-0.085391391,0.513365653,"Ntm"
"h2a_peak_40367",0.33960182,0.004680907,"Hyal2"
"h2a_peak_40368",-0.201159429,0.158366776,"Thsd4"
"h2a_peak_40369",-0.03623934,0.778126598,"Nrgn"
"h2a_peak_40373",-0.309775465,0.021517424,"Ulk4"
"h2a_peak_40374",-0.334327332,0.003231033,"Ccdc33"
"h2a_peak_40374",-0.334327332,0.003231033,"Stra6"
"h2a_peak_40375",0.115450008,0.333933648,"4931429L15Rik"
"h2a_peak_40376",0.109119725,0.385590222,"Ccdc13"
"h2a_peak_40377",-0.164952302,0.178423931,"Rbp1"
"h2a_peak_40378",0.426651821,0.002775863,"Eepd1"
"h2a_peak_40379",0.117265155,0.306491744,"Grik4"
"h2a_peak_40382",0.498462173,3.99e-05,"Zcwpw2"
"h2a_peak_40383",-0.460896487,6.95e-05,"Islr"
"h2a_peak_40388",0.102196643,0.408340878,"Hmg20a"
"h2a_peak_40389",-0.48653898,5.78e-05,"Igsf9b"
"h2a_peak_40390",0.071334499,0.640123721,"Tent5a"
"h2a_peak_40391",0.666332694,8.18e-09,"Opcml"
"h2a_peak_40393",0.293248802,0.008231862,"Gm49380"
"h2a_peak_40393",0.293248802,0.008231862,"Usp2"
"h2a_peak_40395",-0.169544825,0.256818207,"Scn5a"
"h2a_peak_40396",-0.544549806,9.72e-08,"Ulk4"
"h2a_peak_40397",0.202025529,0.098411128,"Kank2"
"h2a_peak_40398",-0.011295764,0.932617821,"Nr2e3"
"h2a_peak_40399",-0.439526168,0.000463601,"Mpzl2"
"h2a_peak_40401",0.263088713,0.038951228,"Nbeal2"
"h2a_peak_40402",0.107203311,0.419522215,"Bmper"
"h2a_peak_40403",-0.222367426,0.10762478,"Grik4"
"h2a_peak_40404",-0.551978836,8.34e-07,"Ntm"
"h2a_peak_40405",0.119155679,0.31011462,"Pknox2"
"h2a_peak_40406",0.008398623,0.961374903,"Clstn2"
"h2a_peak_40407",0.165556082,0.145824994,"Spsb4"
"h2a_peak_40408",-0.013918484,0.930733612,"1700017B05Rik"
"h2a_peak_40409",-0.667556143,2.66e-11,"Tle3"
"h2a_peak_40410",0.062231657,0.62604903,"Phldb1"
"h2a_peak_40411",0.123672842,0.296337937,"Rasgrf1"
"h2a_peak_40413",-0.362843787,0.000658895,"Lingo1"
"h2a_peak_40414",0.430753047,0.000463325,"Dpy19l1"
"h2a_peak_40415",-0.203491504,0.074098407,"Slco2a1"
"h2a_peak_40416",0.034538457,0.800520385,"Dusp7"
"h2a_peak_40417",0.656510654,1.63e-09,"Fat3"
"h2a_peak_40418",-0.126699235,0.299164022,"Stac"
"h2a_peak_40421",-0.33114298,0.001513027,"Sema3f"
"h2a_peak_40423",0.027707715,0.828318955,"Scn5a"
"h2a_peak_40424",0.018879159,0.905382431,"Plxnb1"
"h2a_peak_40425",0.073443216,0.571477895,"Gramd1b"
"h2a_peak_40426",-0.449757634,9.27e-05,"Grik4"
"h2a_peak_40430",-0.399367126,0.002104891,"Slc38a3"
"h2a_peak_40431",0.433817465,0.000215012,"Bmper"
"h2a_peak_40432",-0.041779784,0.738062415,"Cspg4"
"h2a_peak_40434",0.923891831,1.24e-15,"Maml2"
"h2a_peak_40435",0.255397241,0.049189642,"Zmynd10"
"h2a_peak_40435",0.255397241,0.049189642,"Rassf1"
"h2a_peak_40436",0.358273572,0.000594327,"Ube2cbp"
"h2a_peak_40437",1.228849929,2.81e-27,"Il20rb"
"h2a_peak_40438",0.500005996,4.49e-05,"Bbs9"
"h2a_peak_40440",0.239178183,0.042648335,"Dlec1"
"h2a_peak_40441",-0.261002373,0.034769888,"Cacna2d2"
"h2a_peak_40444",-0.62919899,2.27e-06,"Sema7a"
"h2a_peak_40445",-0.180988333,0.145072595,"Phldb1"
"h2a_peak_40446",0.266162054,0.019207437,"Fli1"
"h2a_peak_40447",-0.429859839,0.000278355,"Pstpip1"
"h2a_peak_40448",-0.016046724,0.918871103,"Itga9"
"h2a_peak_40449",-0.174497686,0.184221194,"Amotl2"
"h2a_peak_40451",0.386554164,0.000397896,"Cntn5"
"h2a_peak_40454",0.790367716,3.12e-14,"Npsr1"
"h2a_peak_40455",0.104605397,0.410290139,"Pde4a"
"h2a_peak_40456",-0.349877356,0.001689166,"Fat3"
"h2a_peak_40457",0.031498065,0.799749894,"Bcl9l"
"h2a_peak_40459",-0.356469994,0.000521711,"Itga11"
"h2a_peak_40460",-0.422864779,0.000393724,"Ccdc33"
"h2a_peak_40461",0.340811026,0.012745706,"Siae"
"h2a_peak_40462",0.002594369,0.985276272,"Nradd"
"h2a_peak_40462",0.002594369,0.985276272,"Nbeal2"
"h2a_peak_40463",-0.173018324,0.112070286,"Snx33"
"h2a_peak_40464",0.442558908,1.25e-05,"Yap1"
"h2a_peak_40465",-0.515505071,9.4e-07,"Treh"
"h2a_peak_40465",-0.515505071,9.4e-07,"Phldb1"
"h2a_peak_40467",0.050476448,0.683641843,"Grik4"
"h2a_peak_40468",0.046321208,0.727764281,"Ccdc13"
"h2a_peak_40469",0.096180953,0.482724563,"Pcolce2"
"h2a_peak_40471",-0.179015847,0.12606473,"Cacna2d2"
"h2a_peak_40472",0.34097837,0.134209905,"Cep57"
"h2a_peak_40472",0.34097837,0.134209905,"Fam76b"
"h2a_peak_40473",-0.431199453,3.31e-05,"Loxl1"
"h2a_peak_40474",-0.248199111,0.039733893,"Stra6"
"h2a_peak_40475",-0.103432445,0.433882454,"Ntm"
"h2a_peak_40478",0.435741334,0.000459177,"Paqr9"
"h2a_peak_40479",-0.08405202,0.498971134,"Nme9"
"h2a_peak_40480",-0.081792689,0.521880425,"Scn10a"
"h2a_peak_40481",-0.273876726,0.009841828,"Drd2"
"h2a_peak_40482",0.427479719,5.25e-05,"Fat3"
"h2a_peak_40484",0.194644905,0.130020864,"Impg1"
"h2a_peak_40487",-0.259370753,0.025413751,"Myo1e"
"h2a_peak_40488",-0.282538113,0.016999717,"Ntm"
"h2a_peak_40490",-0.190066839,0.114969994,"AI593442"
"h2a_peak_40491",0.268476243,0.196260126,"Nphp3"
"h2a_peak_40492",-0.059857559,0.660243753,"Igsf9b"
"h2a_peak_40493",0.124362941,0.322795786,"Scn5a"
"h2a_peak_40494",0.177693487,0.081886934,"Mapkapk3"
"h2a_peak_40495",-0.313742923,0.007347369,"Pth1r"
"h2a_peak_40495",-0.313742923,0.007347369,"Myl3"
"h2a_peak_40497",0.155112402,0.231751686,"Ephb1"
"h2a_peak_40498",-0.05512329,0.685711548,"Gpr83"
"h2a_peak_40500",-0.059738472,0.612009002,"Gm49380"
"h2a_peak_40500",-0.059738472,0.612009002,"Rnf26"
"h2a_peak_40500",-0.059738472,0.612009002,"Mfrp"
"h2a_peak_40500",-0.059738472,0.612009002,"C1qtnf5"
"h2a_peak_40502",0.113200236,0.346348271,"Fxyd6"
"h2a_peak_40503",-0.101727868,0.433659896,"Stra6"
"h2a_peak_40504",-0.177530249,0.16038973,"Kirrel3"
"h2a_peak_40507",-0.1035958,0.359793873,"Dscaml1"
"h2a_peak_40508",0.003948572,0.974895778,"Cish"
"h2a_peak_40511",0.120274431,0.308378409,"Ephb1"
"h2a_peak_40512",-0.216734685,0.053107015,"Ephb1"
"h2a_peak_40514",-0.079927662,0.512173023,"Ntm"
"h2a_peak_40516",-0.132123859,0.324419826,"Ntm"
"h2a_peak_40519",-0.304662436,0.003911417,"Stra6"
"h2a_peak_40520",-0.390593481,0.00174053,"Zfp651"
"h2a_peak_40521",-0.201152412,0.119242074,"Clstn2"
"h2a_peak_40522",0.488147131,2.03e-06,"Opcml"
"h2a_peak_40524",-0.268797212,0.012201401,"Hcn4"
"h2a_peak_40525",-0.179679028,0.153682979,"Klhl40"
"h2a_peak_40527",-0.316939795,0.01364065,"Lingo1"
"h2a_peak_40529",0.678776375,1.66e-08,"Cntn5"
"h2a_peak_40532",-0.076222286,0.48767065,"Fxyd2"
"h2a_peak_40533",-0.236284999,0.041034478,"Bcl9l"
"h2a_peak_40534",-0.107842442,0.304634218,"Car12"
"h2a_peak_40535",0.0527371,0.657468881,"Yap1"
"h2a_peak_40537",0.75409476,1.98e-13,"Yap1"
"h2a_peak_40539",0.903069753,1.04e-13,"Cntn5"
"h2a_peak_40540",-0.466522176,2.87e-05,"Ano10"
"h2a_peak_40541",-0.213165042,0.065165844,"Gm32742"
"h2a_peak_40542",-0.04739001,0.70407509,"Pgr"
"h2a_peak_40544",-0.438225007,0.000296166,"Rbms3"
"h2a_peak_40545",0.517652028,4.28e-07,"Opcml"
"h2a_peak_40547",0.03131816,0.823372076,"Cspg4"
"h2a_peak_40548",-0.523721776,5.14e-07,"Slco2a1"
"h2a_peak_40549",0.193046088,0.085687407,"Ephb1"
"h2a_peak_40551",-0.016701023,0.893728277,"Ky"
"h2a_peak_40552",0.533023476,1.71e-06,"Bmper"
"h2a_peak_40553",0.48522013,5.14e-06,"Elovl4"
"h2a_peak_40555",-0.366185763,0.004949461,"Phldb1"
"h2a_peak_40557",0.030407818,0.82154528,"Zbtb16"
"h2a_peak_40558",-0.321781576,0.002217593,"Ntm"
"h2a_peak_40560",-0.198899517,0.051793143,"Tlr9"
"h2a_peak_40563",0.075289647,0.534526037,"Rgl3"
"h2a_peak_40563",0.075289647,0.534526037,"Ccdc151"
"h2a_peak_40564",0.678710855,9.95e-09,"Tmem123"
"h2a_peak_40565",0.210259757,0.061594694,"Lrrc1"
"h2a_peak_40567",0.078233485,0.561889342,"Hyal3"
"h2a_peak_40567",0.078233485,0.561889342,"Ifrd2"
"h2a_peak_40571",0.301893889,0.004590167,"Fat3"
"h2a_peak_40573",-0.089174861,0.401991755,"Opcml"
"h2a_peak_40574",0.208838024,0.087170168,"Fat3"
"h2a_peak_40576",0.935901913,3.97e-23,"Zbtb38"
"h2a_peak_40577",-0.374059341,0.000169096,"Pth1r"
"h2a_peak_40577",-0.374059341,0.000169096,"Myl3"
"h2a_peak_40578",-0.375058458,0.000610553,"Ntm"
"h2a_peak_40579",0.258594064,0.023094445,"Smco4"
"h2a_peak_40581",0.830293274,2.02e-13,"Slc9a9"
"h2a_peak_40582",-0.366218528,0.004786722,"Pif1"
"h2a_peak_40585",-0.41838527,0.000524222,"Sema3f"
"h2a_peak_40587",0.038460527,0.731368388,"Rpp25"
"h2a_peak_40588",-0.424502327,4.31e-05,"Lingo1"
"h2a_peak_40589",0.029604503,0.789058424,"Chrnb4"
"h2a_peak_40590",0.114827464,0.300533783,"Kcnj5"
"h2a_peak_40591",-0.406599952,0.001713659,"9630041A04Rik"
"h2a_peak_40592",0.577935846,7.03e-10,"Gramd1b"
"h2a_peak_40593",0.163055368,0.195254087,"Robo4"
"h2a_peak_40594",0.539454343,1.23e-07,"Ets1"
"h2a_peak_40595",0.596727567,2.14e-08,"Slc9a9"
"h2a_peak_40596",-0.451421312,8.61e-05,"Megf11"
"h2a_peak_40597",0.251172659,0.013878667,"Btg4"
"h2a_peak_40597",0.251172659,0.013878667,"4833427G06Rik"
"h2a_peak_40598",0.08515187,0.486359803,"Cx3cr1"
"h2a_peak_40598",0.08515187,0.486359803,"Xirp1"
"h2a_peak_40599",-0.622777642,2.13e-10,"Ulk4"
"h2a_peak_40600",0.283298236,0.010750717,"Lrrc1"
"h2a_peak_40602",0.389824482,0.000220025,"Glce"
"h2a_peak_40603",0.20459482,0.417111447,"Sin3a"
"h2a_peak_40604",0.177325897,0.096684586,"Cdon"
"h2a_peak_40605",0.095051173,0.430847753,"Ephb1"
"h2a_peak_40606",-0.232069801,0.015044814,"Bcl9l"
"h2a_peak_40606",-0.232069801,0.015044814,"Cxcr5"
"h2a_peak_40608",0.15266126,0.159114945,"Fat3"
"h2a_peak_40610",-1.022563911,1.41e-15,"Barx2"
"h2a_peak_40613",-0.322663083,0.000996988,"Mrap2"
"h2a_peak_40615",0.190987806,0.072226346,"Ppp2r1b"
"h2a_peak_40615",0.190987806,0.072226346,"Sik2"
"h2a_peak_40616",-0.023721747,0.846733966,"Ky"
"h2a_peak_40617",-0.414739883,0.000110282,"Slc38a3"
"h2a_peak_40619",-0.314801343,0.000976011,"Tnfaip8l3"
"h2a_peak_40623",-0.343919192,0.008198907,"Kirrel3"
"h2a_peak_40624",-0.051867779,0.670923285,"Cd109"
"h2a_peak_40625",0.278608725,0.010246412,"Bmper"
"h2a_peak_40626",0.022306899,0.849304711,"Gm49318"
"h2a_peak_40626",0.022306899,0.849304711,"Zfp653"
"h2a_peak_40627",-0.415417048,2.05e-05,"Loxl1"
"h2a_peak_40629",-0.167576834,0.098447308,"Adamts7"
"h2a_peak_40630",-0.109709465,0.323008448,"Ulk4"
"h2a_peak_40632",-0.628102278,1.24e-08,"Aldh1a2"
"h2a_peak_40633",0.142001201,0.151016699,"Plcd1"
"h2a_peak_40635",-0.336836844,0.0005435,"Pth1r"
"h2a_peak_40637",0.010753621,0.934105904,"Rasgrf1"
"h2a_peak_40638",-0.22407192,0.045050467,"Lingo1"
"h2a_peak_40639",0.19320659,0.079316789,"Kcnj5"
"h2a_peak_40640",-0.249265813,0.024608896,"Pth1r"
"h2a_peak_40641",-0.15896006,0.118324668,"Fxyd2"
"h2a_peak_40642",-0.352775024,0.00031165,"Camkv"
"h2a_peak_40644",0.077107748,0.547403706,"Opcml"
"h2a_peak_40645",-0.231247921,0.05204958,"Scn5a"
"h2a_peak_40646",-0.21288262,0.021557958,"Colca2"
"h2a_peak_40647",0.01077395,0.931604827,"Ifrd2"
"h2a_peak_40647",0.01077395,0.931604827,"Lsmem2"
"h2a_peak_40648",0.52614111,8.02e-08,"Slc9a9"
"h2a_peak_40649",-0.076586356,0.571779819,"Clstn2"
"h2a_peak_40652",-0.324920922,0.000957717,"Ky"
"h2a_peak_40653",-0.323830027,0.001173756,"Hhatl"
"h2a_peak_40655",0.114722053,0.385797093,"Eepd1"
"h2a_peak_40656",-0.231622492,0.031747939,"Cacna2d2"
"h2a_peak_40657",-0.325650047,0.000664815,"Zbtb16"
"h2a_peak_40658",-0.047746105,0.64251481,"Adamts7"
"h2a_peak_40659",-0.042898806,0.737743336,"Mcam"
"h2a_peak_40660",-0.199483454,0.131687836,"Sema7a"
"h2a_peak_40661",0.096330786,0.360991874,"Esam"
"h2a_peak_40662",0.399469859,6.41e-05,"Bmper"
"h2a_peak_40665",-0.020163749,0.854587121,"Scn3b"
"h2a_peak_40666",-0.386298732,0.000190981,"Ntm"
"h2a_peak_40667",0.305198458,0.003316545,"Clstn2"
"h2a_peak_40668",-0.324833506,0.002491549,"Gnat1"
"h2a_peak_40669",0.002214305,0.985819392,"Adamts7"
"h2a_peak_40669",0.002214305,0.985819392,"Tbc1d2b"
"h2a_peak_40671",-0.167226077,0.120390073,"Ets1"
"h2a_peak_40672",0.002632649,0.983362473,"Clstn2"
"h2a_peak_40673",-0.265672947,0.014523511,"Zbtb16"
"h2a_peak_40674",-0.441533796,2.43e-05,"Adamts8"
"h2a_peak_40675",-0.160293127,0.115030654,"Uba7"
"h2a_peak_40675",-0.160293127,0.115030654,"Gm20661"
"h2a_peak_40675",-0.160293127,0.115030654,"Inka1"
"h2a_peak_40676",-0.264852566,0.030940118,"Nectin1"
"h2a_peak_40677",-0.037359595,0.739978963,"Sema3b"
"h2a_peak_40678",0.045999677,0.656462701,"Fxyd6"
"h2a_peak_40679",-0.004015063,0.985836448,"Htr1b"
"h2a_peak_40680",0.444407983,6.09e-07,"Amotl1"
"h2a_peak_40681",-0.293153086,0.001962275,"Vipr1"
"h2a_peak_40682",0.436443789,1.31e-05,"Ntm"
"h2a_peak_40683",-0.297255345,0.001342305,"Grik4"
"h2a_peak_40684",0.066726955,0.583817257,"Scn5a"
"h2a_peak_40685",-0.156071657,0.108847681,"Neo1"
"h2a_peak_40686",-0.456603971,1.84e-06,"Smad3"
"h2a_peak_40687",-0.256695475,0.012714698,"Ccdc33"
"h2a_peak_40687",-0.256695475,0.012714698,"Stra6"
"h2a_peak_40688",0.038147564,0.787569303,"Plod2"
"h2a_peak_40689",-0.272395999,0.005860223,"Dscaml1"
"h2a_peak_40690",-0.197551805,0.060629911,"Spsb4"
