gene_name	chr	is_neuronal_and_mecp2_up	k27ac_remodeled
Chchd7	chr4	FALSE	FALSE
Mfsd4b1	chr10	FALSE	FALSE
Tubb5	chr17	FALSE	FALSE
Rbm46	chr3	FALSE	TRUE
Amn1	chr6	FALSE	FALSE
Timp1	chrX	FALSE	TRUE
Cstb	chr10	FALSE	FALSE
Yae1d1	chr13	FALSE	FALSE
Pofut2	chr10	FALSE	TRUE
Rab3a	chr8	FALSE	FALSE
Epha8	chr4	FALSE	TRUE
Brk1	chr6	FALSE	FALSE
Sgcd	chr11	FALSE	TRUE
Sde2	chr1	FALSE	FALSE
Zxdc	chr6	FALSE	FALSE
Dus3l	chr17	FALSE	FALSE
Skor1	chr9	FALSE	FALSE
Akap1	chr11	FALSE	TRUE
Serping1	chr2	FALSE	FALSE
Sat2	chr11	FALSE	FALSE
Psmd4	chr3	FALSE	FALSE
Rnf7	chr9	FALSE	FALSE
Lrrc61	chr6	FALSE	FALSE
Slitrk4	chrX	FALSE	FALSE
1110059G10Rik	chr9	FALSE	FALSE
Pam16	chr16	FALSE	FALSE
Trmo	chr4	FALSE	FALSE
Dhdh	chr7	FALSE	TRUE
Gdf1	chr8	FALSE	TRUE
Zfp418	chr7	FALSE	FALSE
Clta	chr4	FALSE	FALSE
Mboat4	chr8	FALSE	TRUE
Ddx20	chr3	FALSE	FALSE
Ube2v2	chr16	FALSE	FALSE
Bhlha15	chr5	FALSE	TRUE
Ndufa7	chr17	FALSE	TRUE
Fkbpl	chr17	FALSE	TRUE
Prdm9	chr17	FALSE	FALSE
Rnf227	chr11	FALSE	TRUE
Ccdc117	chr11	FALSE	FALSE
Ppp1r14a	chr7	FALSE	TRUE
Snx15	chr19	FALSE	FALSE
Alg13	chrX	FALSE	FALSE
Ftl1	chr7	FALSE	FALSE
Aldh3a2	chr11	FALSE	FALSE
Stx6	chr1	FALSE	TRUE
Zfp511	chr7	FALSE	FALSE
Echdc3	chr2	FALSE	TRUE
Safb	chr17	FALSE	TRUE
Rasd1	chr11	FALSE	FALSE
Dynll1	chr5	FALSE	FALSE
Gbx2	chr1	FALSE	TRUE
Sox18	chr2	FALSE	TRUE
Slc9a5	chr8	FALSE	TRUE
Dll1	chr17	FALSE	TRUE
Vcpip1	chr1	FALSE	FALSE
Slc9a8	chr2	FALSE	TRUE
Slc14a2	chr18	FALSE	FALSE
Mmel1	chr4	FALSE	TRUE
Ogg1	chr6	FALSE	FALSE
Chchd4	chr6	FALSE	FALSE
Csnk1a1	chr18	FALSE	FALSE
Slc35f5	chr1	FALSE	TRUE
Cdk5r1	chr11	FALSE	FALSE
Mcrs1	chr15	FALSE	FALSE
Shisa8	chr15	FALSE	FALSE
Spryd7	chr14	FALSE	FALSE
Rcl1	chr19	FALSE	FALSE
Oat	chr7	FALSE	FALSE
Zfp108	chr7	FALSE	FALSE
Acbd3	chr1	FALSE	TRUE
Wee1	chr7	FALSE	FALSE
Igfals	chr17	FALSE	TRUE
Nop10	chr2	FALSE	FALSE
Abhd16b	chr2	FALSE	TRUE
Pigo	chr4	FALSE	FALSE
Rpl34	chr3	FALSE	FALSE
Rps27l	chr9	FALSE	FALSE
Alas1	chr9	FALSE	FALSE
Slc5a2	chr7	FALSE	FALSE
Svip	chr7	FALSE	FALSE
Aqp11	chr7	FALSE	FALSE
Pan2	chr10	FALSE	FALSE
Btbd2	chr10	FALSE	FALSE
Rubcn	chr16	FALSE	FALSE
Lrp4	chr2	FALSE	TRUE
Ccnh	chr13	FALSE	FALSE
Megf9	chr4	FALSE	FALSE
Suz12	chr11	FALSE	FALSE
Rogdi	chr16	FALSE	FALSE
Dipk2a	chr9	FALSE	FALSE
Pigz	chr16	FALSE	FALSE
Cdkn2c	chr4	FALSE	FALSE
Cebpzos	chr17	FALSE	FALSE
Spg21	chr9	FALSE	FALSE
Card19	chr13	FALSE	FALSE
Zfp1	chr8	FALSE	FALSE
Lrfn1	chr7	FALSE	TRUE
Rbm15	chr3	FALSE	FALSE
Fam133b	chr5	FALSE	TRUE
Reep2	chr18	FALSE	FALSE
H2az1	chr3	FALSE	FALSE
Abra	chr15	FALSE	TRUE
Ctsk	chr3	FALSE	TRUE
Zfp641	chr15	FALSE	FALSE
Selenoh	chr2	FALSE	FALSE
Slc46a3	chr5	FALSE	FALSE
Mcrip2	chr17	FALSE	FALSE
Rer1	chr4	FALSE	FALSE
Gpatch2	chr1	FALSE	FALSE
Msantd4	chr9	FALSE	TRUE
Jmjd6	chr11	FALSE	FALSE
Arfgap2	chr2	FALSE	TRUE
Stmn1	chr4	FALSE	TRUE
Cd2bp2	chr7	FALSE	TRUE
Mrpl41	chr2	FALSE	FALSE
Aard	chr15	FALSE	TRUE
Mospd3	chr5	FALSE	FALSE
Rps24	chr14	FALSE	FALSE
Ganc	chr2	FALSE	FALSE
Ubxn8	chr8	FALSE	FALSE
Pdia3	chr2	FALSE	FALSE
Pth2r	chr1	FALSE	TRUE
Lmod2	chr6	FALSE	TRUE
Smad5	chr13	FALSE	FALSE
Eif6	chr2	FALSE	FALSE
Sec61g	chr11	FALSE	FALSE
Emc9	chr14	FALSE	FALSE
Rnf20	chr4	FALSE	TRUE
Tada2b	chr5	FALSE	FALSE
Dedd2	chr7	FALSE	FALSE
Gfm2	chr13	FALSE	FALSE
Pmf1	chr3	FALSE	TRUE
Ptov1	chr7	FALSE	FALSE
Rasa4	chr5	FALSE	FALSE
Myef2	chr2	FALSE	FALSE
Flvcr1	chr1	FALSE	FALSE
Klf10	chr15	FALSE	TRUE
Scd2	chr19	FALSE	FALSE
Dcun1d1	chr3	FALSE	FALSE
Tfrc	chr16	FALSE	TRUE
Commd7	chr2	FALSE	FALSE
Cisd2	chr3	FALSE	FALSE
H13	chr2	FALSE	FALSE
Nradd	chr9	FALSE	FALSE
Syce2	chr8	FALSE	TRUE
Edf1	chr2	FALSE	FALSE
Xbp1	chr11	FALSE	FALSE
Col18a1	chr10	FALSE	TRUE
Slc25a30	chr14	FALSE	FALSE
Maf	chr8	FALSE	FALSE
Nipal2	chr15	FALSE	FALSE
Eno1b	chr18	FALSE	TRUE
Mmp28	chr11	FALSE	TRUE
Decr2	chr17	FALSE	FALSE
B4galt2	chr4	FALSE	FALSE
Mtf1	chr4	FALSE	FALSE
Slc17a7	chr7	FALSE	FALSE
Cul9	chr17	FALSE	FALSE
Uncx	chr5	FALSE	TRUE
Aifm3	chr16	FALSE	FALSE
Vps52	chr17	FALSE	FALSE
Stac3	chr10	FALSE	TRUE
Ywhah	chr5	FALSE	FALSE
Scel	chr14	FALSE	TRUE
Map3k1	chr13	FALSE	FALSE
Slc6a1	chr6	FALSE	TRUE
Usp21	chr1	FALSE	FALSE
Car7	chr8	FALSE	FALSE
Phospho1	chr11	FALSE	FALSE
Znrf4	chr17	FALSE	FALSE
Spem1	chr11	FALSE	FALSE
Mrpl44	chr1	FALSE	FALSE
Cdnf	chr2	FALSE	FALSE
Ache	chr5	FALSE	TRUE
Adamtsl2	chr2	FALSE	TRUE
Kif20a	chr18	FALSE	TRUE
Aacs	chr5	FALSE	TRUE
Ipo8	chr6	FALSE	FALSE
Pou4f1	chr14	TRUE	TRUE
Zdhhc7	chr8	FALSE	FALSE
Ncam2	chr16	FALSE	FALSE
Sap130	chr18	FALSE	FALSE
Tmem64	chr4	FALSE	TRUE
Pcbd1	chr10	FALSE	FALSE
Chchd10	chr10	FALSE	TRUE
Krba1	chr6	FALSE	TRUE
Cggbp1	chr16	FALSE	FALSE
Tmem203	chr2	FALSE	FALSE
Pdha1	chrX	FALSE	FALSE
Slc22a15	chr3	FALSE	TRUE
Errfi1	chr4	FALSE	FALSE
Asb17	chr3	FALSE	FALSE
Scn2b	chr9	FALSE	FALSE
Rad9a	chr19	FALSE	FALSE
Smox	chr2	FALSE	FALSE
Dusp12	chr1	FALSE	FALSE
Grk2	chr19	FALSE	FALSE
Psmd2	chr16	FALSE	FALSE
Rep15	chr6	FALSE	TRUE
H1f0	chr15	FALSE	TRUE
Gstp1	chr19	FALSE	FALSE
Zfp873	chr10	FALSE	FALSE
Pmvk	chr3	FALSE	FALSE
Sftpb	chr6	FALSE	FALSE
Chek1	chr9	FALSE	FALSE
Layn	chr9	FALSE	TRUE
2310033P09Rik	chr11	FALSE	FALSE
Slc23a3	chr1	FALSE	TRUE
Ppp1r9b	chr11	FALSE	FALSE
2010003K11Rik	chr19	FALSE	FALSE
Bambi	chr18	FALSE	FALSE
Dstn	chr2	FALSE	FALSE
Tob2	chr15	FALSE	FALSE
Vps28	chr15	FALSE	FALSE
Poldip2	chr11	FALSE	FALSE
Mmachc	chr4	FALSE	FALSE
Krtap11-1	chr16	FALSE	TRUE
Klrb1c	chr6	FALSE	FALSE
Htr5a	chr5	FALSE	TRUE
Idi1	chr13	FALSE	FALSE
Gpcpd1	chr2	FALSE	FALSE
Abca5	chr11	FALSE	FALSE
Homez	chr14	FALSE	FALSE
Thap3	chr4	FALSE	FALSE
Fdft1	chr14	FALSE	FALSE
Osgin2	chr4	FALSE	FALSE
Tmem74b	chr2	FALSE	TRUE
Meltf	chr16	FALSE	TRUE
Gtpbp6	chr5	FALSE	FALSE
Aip	chr19	FALSE	FALSE
Sebox	chr11	FALSE	FALSE
Ndufa2	chr18	FALSE	TRUE
Snw1	chr12	FALSE	FALSE
Zfp213	chr17	FALSE	FALSE
Tob1	chr11	FALSE	FALSE
Fbxo22	chr9	FALSE	FALSE
Fgf3	chr7	FALSE	TRUE
Eaf1	chr14	FALSE	TRUE
Zcchc18	chrX	FALSE	FALSE
Preb	chr5	FALSE	FALSE
Pnpla5	chr15	FALSE	TRUE
Ndufaf8	chr11	FALSE	FALSE
Magohb	chr6	FALSE	FALSE
Cntnap1	chr11	FALSE	FALSE
Rasl10b	chr11	FALSE	FALSE
Ppm1l	chr3	FALSE	FALSE
Ddo	chr10	FALSE	TRUE
Hyls1	chr9	FALSE	FALSE
Cnpy3	chr17	FALSE	FALSE
Zfp280c	chrX	FALSE	TRUE
Tmem33	chr5	FALSE	FALSE
Tex36	chr7	FALSE	FALSE
Grsf1	chr5	FALSE	TRUE
Zfp629	chr7	FALSE	FALSE
Gpt	chr15	FALSE	TRUE
Thnsl2	chr6	FALSE	TRUE
Foxred1	chr9	FALSE	FALSE
Wdr26	chr1	FALSE	FALSE
Nelfa	chr5	FALSE	FALSE
Pnck	chrX	FALSE	FALSE
Zc2hc1c	chr12	FALSE	FALSE
Stat2	chr10	FALSE	TRUE
Tsnax	chr8	FALSE	FALSE
Eif3k	chr7	FALSE	FALSE
Gadd45g	chr13	FALSE	TRUE
Ptprd	chr4	FALSE	TRUE
Pcgf1	chr6	FALSE	FALSE
Rbm12b1	chr4	FALSE	FALSE
Numb	chr12	FALSE	TRUE
Abhd4	chr14	FALSE	FALSE
Pdcd2	chr17	FALSE	FALSE
Lyar	chr5	FALSE	FALSE
Nr0b2	chr4	FALSE	TRUE
Spast	chr17	FALSE	FALSE
Mutyh	chr4	FALSE	TRUE
Acaa1a	chr9	FALSE	TRUE
Aprt	chr8	FALSE	FALSE
Mfsd1	chr3	FALSE	FALSE
Khdc4	chr3	FALSE	FALSE
Dnaaf2	chr12	FALSE	FALSE
Srsf10	chr4	FALSE	TRUE
Sh3glb1	chr3	FALSE	FALSE
Zfp787	chr7	FALSE	FALSE
Elmod3	chr6	FALSE	FALSE
Gabra6	chr11	TRUE	FALSE
Spry4	chr18	FALSE	TRUE
Ndufv2	chr17	FALSE	FALSE
Rnf169	chr7	FALSE	FALSE
Znrf3	chr11	FALSE	TRUE
Ift46	chr9	FALSE	FALSE
Terf2ip	chr8	FALSE	FALSE
Eno1	chr4	FALSE	FALSE
0610030E20Rik	chr6	FALSE	FALSE
Fam110a	chr2	FALSE	TRUE
Adh5	chr3	FALSE	FALSE
Klf4	chr4	FALSE	TRUE
St8sia2	chr7	TRUE	TRUE
Dusp14	chr11	FALSE	FALSE
Abca3	chr17	FALSE	FALSE
Vsig8	chr1	FALSE	FALSE
Pomp	chr5	FALSE	FALSE
Hebp2	chr10	FALSE	TRUE
Car9	chr4	FALSE	TRUE
Dipk1b	chr2	FALSE	FALSE
Dgkq	chr5	FALSE	FALSE
Tmed1	chr9	FALSE	FALSE
Mnt	chr11	FALSE	FALSE
Ppp1r1a	chr15	FALSE	FALSE
Jph4	chr14	FALSE	FALSE
Gde1	chr7	FALSE	FALSE
Smim24	chr10	FALSE	FALSE
Ddit4	chr10	FALSE	FALSE
Trp53i11	chr2	FALSE	TRUE
Capg	chr6	FALSE	FALSE
Dis3l	chr9	FALSE	FALSE
Lsm11	chr11	FALSE	FALSE
Zfp369	chr13	FALSE	FALSE
Ninj1	chr13	FALSE	FALSE
Itga3	chr11	FALSE	TRUE
Commd8	chr5	FALSE	FALSE
Tmem240	chr4	FALSE	FALSE
Ddx19b	chr8	FALSE	FALSE
Amer3	chr1	FALSE	FALSE
Pdha2	chr3	FALSE	TRUE
Atad1	chr19	FALSE	FALSE
Dcun1d2	chr8	FALSE	FALSE
Ndufaf3	chr9	FALSE	FALSE
Ap2m1	chr16	FALSE	FALSE
Ppp1r37	chr7	FALSE	FALSE
Nono	chrX	FALSE	FALSE
Rnf34	chr5	FALSE	FALSE
Atp1b2	chr11	FALSE	FALSE
Trappc3	chr4	FALSE	TRUE
Sytl2	chr7	FALSE	TRUE
Muc1	chr3	FALSE	TRUE
Akap8	chr17	FALSE	TRUE
Micos13	chr17	FALSE	FALSE
Phf1	chr17	FALSE	FALSE
Ttk	chr9	FALSE	FALSE
Pigc	chr1	FALSE	FALSE
Cops7b	chr1	FALSE	FALSE
Oxld1	chr11	FALSE	FALSE
Adamts5	chr16	FALSE	FALSE
Tmem265	chr7	FALSE	FALSE
Ilf2	chr3	FALSE	FALSE
Trim62	chr4	FALSE	FALSE
Hmgn2	chr4	FALSE	FALSE
Ywhab	chr2	FALSE	FALSE
Gemin4	chr11	FALSE	TRUE
Ppt1	chr4	FALSE	TRUE
Extl2	chr3	FALSE	FALSE
Tmem109	chr19	FALSE	FALSE
Siae	chr9	FALSE	TRUE
Maneal	chr4	FALSE	FALSE
Trib1	chr15	FALSE	TRUE
Atp6v0b	chr4	FALSE	FALSE
Acot2	chr12	FALSE	TRUE
Ebf1	chr11	FALSE	TRUE
Csrp2	chr10	FALSE	FALSE
Hnrnpl	chr7	FALSE	FALSE
Lrrc10b	chr19	FALSE	TRUE
Bbs2	chr8	FALSE	FALSE
Etfdh	chr3	FALSE	FALSE
Ndufs2	chr1	FALSE	FALSE
Spr	chr6	FALSE	TRUE
Leo1	chr9	FALSE	TRUE
Bpifa6	chr2	FALSE	FALSE
Sptbn2	chr19	FALSE	FALSE
Dbnl	chr11	FALSE	FALSE
Med21	chr6	FALSE	FALSE
Tmem229a	chr6	FALSE	FALSE
Hint1	chr11	FALSE	FALSE
Syf2	chr4	FALSE	FALSE
Cited4	chr4	FALSE	TRUE
Pip5k1c	chr10	FALSE	FALSE
Armcx5	chrX	FALSE	FALSE
Lrrc7	chr3	FALSE	TRUE
Slc27a4	chr2	FALSE	TRUE
Ndufb7	chr8	FALSE	FALSE
Rps7	chr12	FALSE	FALSE
Arhgef2	chr3	FALSE	FALSE
Rab33a	chrX	FALSE	FALSE
Ppip5k1	chr2	FALSE	FALSE
Pdcl3	chr1	FALSE	FALSE
Psmd5	chr2	FALSE	FALSE
Bcas2	chr3	FALSE	FALSE
Tchh	chr3	FALSE	TRUE
Zfp260	chr7	FALSE	FALSE
Gba2	chr4	FALSE	FALSE
Kmt2b	chr7	FALSE	FALSE
Rpl41	chr10	FALSE	FALSE
Pias4	chr10	FALSE	FALSE
Pip4k2c	chr10	FALSE	FALSE
Cdc25b	chr2	FALSE	TRUE
Gm1979	chr5	FALSE	FALSE
1810030O07Rik	chrX	FALSE	FALSE
Xpa	chr4	FALSE	FALSE
Pnrc1	chr4	FALSE	FALSE
Cplx2	chr13	FALSE	FALSE
Bcl6	chr16	FALSE	TRUE
Junb	chr8	FALSE	TRUE
Map3k8	chr18	FALSE	FALSE
Fastk	chr5	FALSE	FALSE
Osbpl7	chr11	FALSE	FALSE
Tfe3	chrX	FALSE	FALSE
Rsl1d1	chr16	FALSE	FALSE
Zdhhc22	chr12	FALSE	TRUE
Irak1bp1	chr9	FALSE	FALSE
Psmc6	chr14	FALSE	FALSE
Nop56	chr2	FALSE	FALSE
B3gat2	chr1	FALSE	FALSE
Tnks	chr8	FALSE	FALSE
Tuba4a	chr1	FALSE	FALSE
Ufm1	chr3	FALSE	FALSE
Mt3	chr8	FALSE	FALSE
Arl6ip5	chr6	FALSE	TRUE
Zfp747	chr7	FALSE	FALSE
Mrgprf	chr7	FALSE	FALSE
Ccl27a	chr4	FALSE	FALSE
Aldoc	chr11	FALSE	TRUE
Ccdc71l	chr12	FALSE	FALSE
Sppl2a	chr2	FALSE	FALSE
Fbxo5	chr10	FALSE	FALSE
Hspa4l	chr3	FALSE	FALSE
Rbm43	chr2	FALSE	TRUE
Snrpa	chr7	FALSE	FALSE
Arl6ip1	chr7	FALSE	TRUE
Mrpl36	chr13	FALSE	FALSE
Exosc3	chr4	FALSE	FALSE
Foxe1	chr4	FALSE	TRUE
Lrfn4	chr19	FALSE	FALSE
Bcl2l1	chr2	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Golga7b	chr19	FALSE	FALSE
Vwce	chr19	FALSE	FALSE
Oaz1	chr10	FALSE	FALSE
Ckb	chr12	FALSE	FALSE
Cyb561a3	chr19	FALSE	FALSE
Zc2hc1a	chr3	FALSE	FALSE
Clk3	chr9	FALSE	TRUE
Ndufb9	chr15	FALSE	FALSE
Gm1673	chr5	FALSE	FALSE
Hmgn5	chrX	FALSE	FALSE
Fndc9	chr11	FALSE	FALSE
Btbd10	chr7	FALSE	TRUE
Mtrf1l	chr10	FALSE	FALSE
Casp8ap2	chr4	FALSE	FALSE
Urb2	chr8	FALSE	TRUE
Ttpal	chr2	FALSE	FALSE
Atox1	chr11	FALSE	FALSE
Per1	chr11	FALSE	FALSE
Dcps	chr9	FALSE	FALSE
Rps19	chr7	FALSE	FALSE
Armcx1	chrX	FALSE	FALSE
Rps13	chr7	FALSE	FALSE
Cuedc2	chr19	FALSE	TRUE
Spata32	chr11	FALSE	TRUE
Tpgs1	chr10	FALSE	FALSE
Tmco6	chr18	FALSE	FALSE
Ogfod2	chr5	FALSE	FALSE
Mex3b	chr7	FALSE	FALSE
Smim18	chr8	FALSE	TRUE
Nt5c	chr11	FALSE	TRUE
Mrfap1	chr5	FALSE	FALSE
1810010H24Rik	chr11	FALSE	TRUE
Josd2	chr7	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Foxd3	chr4	FALSE	TRUE
Tmem62	chr2	FALSE	FALSE
Otud5	chrX	FALSE	FALSE
Gas7	chr11	FALSE	FALSE
Ldhal6b	chr17	FALSE	TRUE
Atp6ap2	chrX	FALSE	FALSE
Uprt	chrX	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Cited1	chrX	FALSE	TRUE
Mafa	chr15	FALSE	TRUE
Mrpl53	chr6	FALSE	FALSE
Pex5	chr6	FALSE	TRUE
Hdac2	chr10	FALSE	FALSE
Immp1l	chr2	FALSE	FALSE
Spa17	chr9	FALSE	TRUE
Lrrc58	chr16	FALSE	FALSE
Glud1	chr14	FALSE	FALSE
Habp2	chr19	FALSE	FALSE
Zfp41	chr15	FALSE	FALSE
Susd2	chr10	FALSE	FALSE
Rnf146	chr10	FALSE	FALSE
Lag3	chr6	FALSE	FALSE
Tubb2a	chr13	FALSE	FALSE
Zmynd12	chr4	FALSE	TRUE
Kcnab3	chr11	FALSE	FALSE
Aldh18a1	chr19	FALSE	FALSE
Zbtb21	chr16	FALSE	FALSE
Ccnj	chr19	FALSE	FALSE
Cotl1	chr8	FALSE	TRUE
Inhbe	chr10	FALSE	FALSE
Jak2	chr19	FALSE	FALSE
Rrp9	chr9	FALSE	TRUE
Mfsd5	chr15	FALSE	FALSE
Gadd45a	chr6	FALSE	FALSE
Surf1	chr2	FALSE	FALSE
Vwa7	chr17	FALSE	FALSE
Rps6	chr4	FALSE	FALSE
Rps9	chr7	FALSE	FALSE
Tcf4	chr18	FALSE	TRUE
Smad7	chr18	FALSE	FALSE
Ttc22	chr4	FALSE	FALSE
Zfp948	chr17	FALSE	FALSE
Chgb	chr2	FALSE	FALSE
Mettl18	chr1	FALSE	FALSE
Nhsl1	chr10	FALSE	TRUE
Purg	chr8	FALSE	FALSE
Taf10	chr7	FALSE	FALSE
Orai2	chr5	FALSE	FALSE
Cldn12	chr5	FALSE	FALSE
Atp8b2	chr3	FALSE	FALSE
Asns	chr6	FALSE	FALSE
1700012A03Rik	chr6	FALSE	FALSE
Gclm	chr3	FALSE	TRUE
Rrp15	chr1	FALSE	FALSE
Rnf126	chr10	FALSE	FALSE
Arhgap17	chr7	FALSE	TRUE
Krt10	chr11	FALSE	TRUE
Pnkp	chr7	FALSE	FALSE
Rraga	chr4	FALSE	FALSE
Pax6	chr2	FALSE	TRUE
4933436I01Rik	chrX	FALSE	TRUE
Pim2	chrX	FALSE	FALSE
Phykpl	chr11	FALSE	FALSE
Porcn	chrX	FALSE	FALSE
Naa38	chr11	FALSE	FALSE
Stk35	chr2	FALSE	FALSE
Zfp692	chr11	FALSE	FALSE
Slc10a2	chr8	FALSE	FALSE
Kcnj9	chr1	FALSE	FALSE
Zfp784	chr7	FALSE	FALSE
Zfp786	chr6	FALSE	FALSE
Ppp1ca	chr19	FALSE	FALSE
Tnfaip3	chr10	FALSE	FALSE
Pdf	chr8	FALSE	FALSE
Phyhip	chr14	FALSE	FALSE
Eri1	chr8	FALSE	TRUE
6430571L13Rik	chr9	FALSE	FALSE
Tbrg4	chr11	FALSE	TRUE
En2	chr5	TRUE	FALSE
Dpp10	chr1	FALSE	FALSE
Akirin1	chr4	FALSE	FALSE
Nebl	chr2	FALSE	TRUE
Hif3a	chr7	FALSE	TRUE
Trim59	chr3	FALSE	FALSE
Nfkbil1	chr17	FALSE	FALSE
Fxyd4	chr6	FALSE	FALSE
Itpkc	chr7	FALSE	TRUE
Mlx	chr11	FALSE	FALSE
Pfdn6	chr17	FALSE	FALSE
Sephs2	chr7	FALSE	FALSE
Naa80	chr9	FALSE	TRUE
Tesc	chr5	FALSE	FALSE
Sap18b	chr8	FALSE	FALSE
Lrp10	chr14	FALSE	TRUE
Dsel	chr1	FALSE	FALSE
Ptges3	chr10	FALSE	FALSE
Aoah	chr13	FALSE	TRUE
Ppp1r35	chr5	FALSE	FALSE
Pop7	chr5	FALSE	FALSE
Cd81	chr7	FALSE	TRUE
Eef1a2	chr2	FALSE	FALSE
Tubg2	chr11	FALSE	FALSE
Tiam2	chr17	FALSE	TRUE
Retreg2	chr1	FALSE	FALSE
Pgls	chr8	FALSE	FALSE
Ccnd1	chr7	FALSE	TRUE
Dscaml1	chr9	FALSE	TRUE
Mvp	chr7	FALSE	FALSE
Fam241b	chr10	FALSE	TRUE
Pura	chr18	FALSE	FALSE
Pdcd4	chr19	FALSE	FALSE
Pcdhb1	chr18	FALSE	FALSE
Cep63	chr9	FALSE	FALSE
Aloxe3	chr11	FALSE	FALSE
Ttc32	chr12	FALSE	FALSE
Pelo	chr13	FALSE	FALSE
Zfp24	chr18	FALSE	FALSE
Cdkn2aip	chr8	FALSE	FALSE
Pnrc2	chr4	FALSE	FALSE
Rassf1	chr9	FALSE	FALSE
Ap3d1	chr10	FALSE	FALSE
Mrps16	chr14	FALSE	FALSE
Trim28	chr7	FALSE	FALSE
Cdk14	chr5	FALSE	TRUE
Rarb	chr14	FALSE	TRUE
Tle5	chr10	FALSE	FALSE
Spred3	chr7	FALSE	FALSE
Kctd9	chr14	FALSE	FALSE
Eogt	chr6	FALSE	FALSE
Zfp280b	chr10	FALSE	FALSE
Zfp868	chr8	FALSE	FALSE
Gna11	chr10	FALSE	FALSE
Psg16	chr7	FALSE	FALSE
Serbp1	chr6	FALSE	FALSE
Rnpc3	chr3	FALSE	TRUE
Trim65	chr11	FALSE	FALSE
Zfp189	chr4	FALSE	FALSE
Erlec1	chr11	FALSE	FALSE
Tor1aip2	chr1	FALSE	FALSE
Dhx36	chr3	FALSE	FALSE
Tfap4	chr16	FALSE	FALSE
Nap1l1	chr10	FALSE	FALSE
Ctso	chr3	FALSE	FALSE
Spdya	chr17	FALSE	FALSE
Cox6c	chr15	FALSE	FALSE
Prkar1a	chr11	FALSE	FALSE
Mroh5	chr15	FALSE	TRUE
Kcnb2	chr1	FALSE	TRUE
Dlst	chr12	FALSE	FALSE
Golga5	chr12	FALSE	FALSE
Tmem247	chr17	FALSE	FALSE
Csdc2	chr15	FALSE	FALSE
Pdss1	chr2	FALSE	FALSE
Enho	chr4	FALSE	TRUE
Cdkn1b	chr6	FALSE	FALSE
Dusp4	chr8	FALSE	FALSE
Fau	chr19	FALSE	FALSE
Pars2	chr4	FALSE	TRUE
AI854703	chr6	FALSE	FALSE
Ajm1	chr2	FALSE	FALSE
Dyrk1b	chr7	FALSE	TRUE
Gucy2e	chr11	FALSE	FALSE
Bod1	chr11	FALSE	TRUE
Msl3	chrX	FALSE	FALSE
Mcoln1	chr8	FALSE	FALSE
Hopx	chr5	FALSE	TRUE
Msh6	chr17	FALSE	FALSE
Nfe2l1	chr11	FALSE	FALSE
Zkscan6	chr11	FALSE	TRUE
Agbl5	chr5	FALSE	FALSE
AU022252	chr4	FALSE	FALSE
Abhd10	chr16	FALSE	FALSE
Actrt3	chr3	FALSE	FALSE
Ccdc69	chr11	FALSE	TRUE
Sharpin	chr15	FALSE	FALSE
Ppm1k	chr6	FALSE	FALSE
Nagk	chr6	FALSE	FALSE
Nfatc2ip	chr7	FALSE	FALSE
Midn	chr10	FALSE	FALSE
Msto1	chr3	FALSE	FALSE
Mak16	chr8	FALSE	FALSE
Hnrnpdl	chr5	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Med17	chr9	FALSE	FALSE
Tmem115	chr9	FALSE	FALSE
Rbm12b2	chr4	FALSE	FALSE
Ubfd1	chr7	FALSE	FALSE
Thra	chr11	FALSE	FALSE
Tubgcp4	chr2	FALSE	TRUE
Enpp5	chr17	FALSE	FALSE
Map6d1	chr16	FALSE	FALSE
Senp2	chr16	FALSE	FALSE
Trim46	chr3	FALSE	FALSE
Abraxas1	chr5	FALSE	FALSE
Vash1	chr12	FALSE	FALSE
Reps2	chrX	FALSE	TRUE
Eid2	chr7	FALSE	FALSE
Trim17	chr11	FALSE	FALSE
Snx21	chr2	FALSE	FALSE
Tfb2m	chr1	FALSE	FALSE
Gm13889	chr2	FALSE	TRUE
Rpa1	chr11	FALSE	TRUE
Ldlr	chr9	FALSE	FALSE
Slc40a1	chr1	FALSE	TRUE
C1qtnf6	chr15	FALSE	FALSE
Gm815	chr19	FALSE	TRUE
Cryab	chr9	FALSE	TRUE
Pold4	chr19	FALSE	FALSE
Wdr45b	chr11	FALSE	FALSE
Lratd1	chr12	FALSE	FALSE
Hpcal1	chr12	FALSE	TRUE
Il2rb	chr15	FALSE	FALSE
Psmb3	chr11	FALSE	FALSE
Btbd19	chr4	FALSE	FALSE
Smad2	chr18	FALSE	FALSE
Tnfaip1	chr11	FALSE	FALSE
Inafm1	chr7	FALSE	FALSE
Smim8	chr4	FALSE	FALSE
C9orf72	chr4	FALSE	FALSE
Spryd3	chr15	FALSE	FALSE
Gpx7	chr4	FALSE	FALSE
Adal	chr2	FALSE	FALSE
Ugt1a2	chr1	FALSE	TRUE
Crebl2	chr6	FALSE	FALSE
Ptma	chr1	FALSE	FALSE
Oxgr1	chr14	FALSE	TRUE
Mea1	chr17	FALSE	FALSE
Pnn	chr12	FALSE	FALSE
Ccdc134	chr15	FALSE	FALSE
Ccdc74a	chr16	FALSE	FALSE
